included in sample,include_comment,type,family_name,language,dialect,level,culture listed?,culture,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,notes,iso,song_name,url,song_tracknum,source,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
0,,Love,Indo-European,ladi1251,,language,1,Ladino (not found in ehraf),Maya Area,ital1284,indo1319,.,.,.,.,.,could be spanish too--I can't access the file to listen,#N/A,Adios Juanita,http://gofile.me/3T2hs/9HMfwkHuC,Track 19,None of these,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,NA,"""Yet you know that I love you/ and though I'm poor, I know how to work/ I never lack the few cents/ That I know how to earn honestly./ The cocks crow, I saw good-bye/ Good-bye Juanity, I go now/ Sleep peacefully, dream of me/ And remember our love."" //CODING ID TRACK 19 IN MUSIC OF GUATEMALA VOL. 1, RELEVANT TEXT IN LYRICS//",,Yes,6,Yes,,10/23/2018 14:59:41,NLR
0,,Love,Indo-European,mace1250,,language,,Albanians,Southeastern Europe,balt1263,indo1319,alba1267,mace1250,no,no,yes,,sqi,"Go, Maro, to the Well",https://theglobaljukebox.org/?share=Macedonia-T5618R09,NA,"Global Jukebox, Smithsonian Folkways",Work,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","Spinning song; work song; ballad; love song //GLOBAL JUKEBOX CODING ID 9415, RELEVANT TEXT IN GENRE FIELD//","Spinning song; ballad; love song //GLOBAL JUKEBOX CODING ID 9415, RELEVANT TEXT IN DESCRIPTION FIELD//","""who seduces the girls and beautiful maids""; song belongs to the class of ballads which have love as their theme //SMITHSONIAN FOLKWAYS LINER NOTES, RELEVANT TEXT ON PAGE 10 OF ETHNIC FOLKWAYS LIBRARY FE 4454//",https://folkways-media.si.edu/liner_notes/folkways/FW04454.pdf,Yes,6,Yes,,9/28/2018 12:38:17,LXN
0,,Love,Indo-European,nepa1254,,language,,Thakali,South Asia,indo1320,indo1319,nepa1254,thak1245,no,no,no,,npi,Nepali love song,http://www.worldcat.org/oclc/6290866,"Side 1, Track 1",NHS 1.0,,No,,,,,5,5,NA,,,,,,1/2/18 17:33,CMB
0,,Love,Indo-European,nucl1235,,language,,Armenian,Caucasus,arme1241,indo1319,nucl1235,arme1241,no,yes,yes,,hye,Pendjelik mendjelik,https://search.alexanderstreet.com/preview/work/bibliographic_entity%7Cliner_notes%7C2257067,Track 8,Garland Encyclopedia of World Music,No secondary function,No,,,,The song is identified as such in its title or label,"Love song //ON ALEXANDER STREET, IN THE LINER NOTE OF THE ALBUM: Asie Centrale et Caucase: Voix de l'orient Soviétique, PAGE 14, DESCRIPTION OF SONG 8//",NA,NA,,Yes,6,Yes,,12/8/18 15:07,AZX
1,IE,Love,Indo-European,nucl1235,,language,,Armenian,Central Asia,arme1241,indo1319,nucl1235,nucl1235,yes,yes,yes,,hye,En Inch Man Er Ark'ayakan [ What kingly thing this is],http://gofile.me/3T2hs/dRqku06lQ,Track 6,Harvard Archive of World Music HOLLIS,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",En inch Man Er Ark'ayakan //HOLLIS NUMBER 990090350310203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 12//,Two of his recordings are included here; an Armenian love song originating in Western (Turkish) Armenia (6) //HOLLIS NUMBER 990090350310203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 5//,NA,"File Path Synology: /NHS2/submissions/Central Asia/Before the revolution/6 Audio Track.aiff, https://d16klsh1z1xre7-cloudfront-net.ezp-prod1.hul.harvard.edu/dorp/liner/0/cc14/787d/1000089961-liner.pdf",Yes,5,Yes,,8/19/2018 22:50:57,BSG
0,,Love,Indo-European,nucl1235,,language,,Armenian,Central Asia,arme1241,indo1319,nucl1235,nucl1235,yes,yes,yes,,hye,Alagyaz Badzr Sar E,http://gofile.me/3T2hs/bv57q1RIi,Track 10,Harvard Archive of World Music HOLLIS,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Alagyaz Badzr Sar E //HOLLIS NUMBER 990090350310203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 12//,"the latter is included on this disc, performing a very popular love song, of which many variations are still known (10) //HOLLIS NUMBER 990090350310203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 6//",NA,"File Path on Synology: /NHS2/submissions/Central Asia/Before the revolution/10 Audio Track.aiff, https://d16klsh1z1xre7-cloudfront-net.ezp-prod1.hul.harvard.edu/dorp/liner/0/cc14/787d/1000089961-liner.pdf",Yes,6,Yes,,8/20/2018 8:23:37,BSG
0,,Love,Indo-European,cent1973,,language,,Pashtun,South Asia,indo1320,indo1319,nucl1276,pash1269,no,yes,yes,,pus,Pushtu Love Song - Love Song from the Northwest Frontier Province,https://folkways.si.edu/pushtu-love-song-love-song-from-the-northwest-frontier-province/central-asia-islamica-world/music/track/smithsonian,9,Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,Love song //IN THE TITLE ON THE TRACK//,NA,NA,,Yes,5,Yes,,3/5/18 22:12,LJD
0,,Love,Indo-European,roma1327,,language,1,Oltenia (not listed in eHRAF),Southeastern Europe,ital1284,indo1319,olte1239,roma1327,no,yes,yes,,,"Eu Plec, Mindra, La Amata",https://theglobaljukebox.org/?share=Oltenia-T5466R37,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love song //CODING ID 3962 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN GENRE FIELD//","I Am Going Proud Lover //CODING ID 3962 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,9/18/2018 15:57:31,LXN
0,,Love,Indo-European,roma1327,,language,1,Rumania (not listed in eHRAF),Southeastern Europe,ital1284,indo1319,roma1327,roma1327,yes,yes,yes,,ron,Hora: Girl's Song,https://search.alexanderstreet.com/view/work/bibliographic_entity%7Crecorded_track%7C238690,Track 12,Alexander Street,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"This is the song of a girl asking to be given away in marriage to her beloved //ALEXANDER STREET CATALOG NUMBER FW04419 TRACK 12, RELEVANT TEXT IN LINER NOTES (PG. 4, BAND 8) UNDER RELATED DOCUMENTS//",NA,,Yes,6,Yes,,10/16/2018 14:17:01,LXN
0,,Love,Indo-European,russ1263,,language,,Russian,Eastern Europe,balt1263,indo1319,russ1263,russ1263,yes,yes,yes,,rus,"Commentary and wedding song ""My beauty, beauty…"".",https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470601B-08XXV0,NA,British Library,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is","wedding song //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/236/2/8//",NA,"""My beauty, beauty…""//BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/236/2/8//",,Yes,6,Yes,,7/10/18 8:31,DIS
0,,Love,Indo-European,russ1263,,language,,Ukraine,Eastern Europe,balt1263,indo1319,russ1263,ukra1253,no,yes,yes,,rus,My Beloved Walked Down the Road,http://media.theglobaljukebox.org/audio/T5464R46m.mp3,N/A,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Love Song //GLOBAL JUKEBOX, CODING ID 534, AUDIO FILE ID T5464R46m//",N/A,N/A,Global Jukebox-->Ukraine-->My Beloved Walked Down the Road,Yes,5,Yes,,2/27/2018 15:58:28,ERA
0,,Love,Indo-European,sara1340,,language,,Saramaka,Amazon and Orinoco,germ1287,indo1319,sara1340,stan1293,no,yes,yes,,srm,Untitled Sĕkĕti songs,http://www.worldcat.org/oclc/50625762,"Side 2, Track 2",NHS 1.0,,No,,,,,NA,5-Jun,6,,,,,,1/2/18 18:02,SAM
0,,Love,Indo-European,sard1257,,family,,Sardinian,Southern Europe,ital1284,indo1319,ital1282,sard1257,no,yes,yes,cannot specify without guess work,ita,Canto Lugudorese,https://folkways.si.edu/folk-music-from-italy/world/album/smithsonian,"Disc 1, Track 1",Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","Love song //SMITHSONIAN FOLKWAYS: PAGE 4 OF THE ""FOLK MUSIC FROM ITALY"" LINER NOTES//","Recorded Recorded in a village near Cagliari, Sardinia. A love song entitled ""Restare Gheria TIe lla"" - - ""I Want To Stay With You, Beautiful One"". //SMITHSONIAN FOLKWAYS: PAGE 4 OF THE ""FOLK MUSIC FROM ITALY"" LINER NOTES//","""I want to stay with you, oh my beautiful one, until dawn. Why are you so far away?"" //SMITHSONIAN FOLKWAYS: PAGE 4 OF THE ""FOLK MUSIC FROM ITALY"" LINER NOTES//",,Yes,6,Yes,,12/8/18 23:36,TTI
0,,Love,Indo-European,sard1257,,family,,Sardinian,Southern Europe,ital1284,indo1319,ital1282,sard1257,no,yes,yes,cannot specify without guess work,ita,Canto alla Tempiesina,https://folkways.si.edu/folk-music-from-italy/world/album/smithsonian,"Disc 1, Track 3",Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love song //SMITHSONIAN FOLKWAYS: PAGE 4 OF THE LINER NOTES FOR ""FOLK MUSIC FROM ITALY""//","A love song. //SMITHSONIAN FOLKWAYS: PAGE 4 OF THE LINER NOTES FOR ""FOLK MUSIC FROM ITALY""//",NA,,Yes,6,Yes,,8/13/2018 0:05:22,TTI
0,,Love,Indo-European,sard1257,,family,,Sardinian,Southern Europe,ital1284,indo1319,ital1282,sard1257,no,yes,yes,cannot specify without guess work,ita,Bonas Dies Comare,https://folkways.si.edu/folk-music-from-italy/world/album/smithsonian,"Disc 1, Track 4",Smithsonian Folkways,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"A fisherman's son, addressed to the singer's mother-in-law, asking about a visitor who comes in to see his wife. ""Hello, Mother-in-Law, I wish to ask you something jokingly, though how could I ask you jokingly? Oh Mother-in-Law, what would the Father-in-Law ask? I Intended to marry your daughter and stay with her unto death."" //SMITHSONIAN FOLKWAYS: PAGE 4 OF THE LINER NOTES FOR ""FOLK MUSIC FROM ITALY""//",,Yes,6,Yes,,8/13/2018 0:16:02,TTI
0,,Love,Indo-European,scot1245,,language,,Highland Scots,British Isles,celt1248,indo1319,scot1245,scot1245,yes,yes,yes,,gla,S chunna mise mo leannan,http://www.worldcat.org/oclc/65178247,Track 17,NHS 1.0,,No,,,,,16,4,16-17,,,,,,1/2/18 18:00,SAM
0,,Love,Indo-European,sout1528,serb1264,language,,Serbs,Southeastern Europe,balt1263,indo1319,serb1264,serb1264,yes,yes,yes,,srp,Omile mi un selo devojče (I fell in love with a girl in the village),http://www.worldcat.org/oclc/44399671,Track 27,NHS 1.0,,No,,,,,14,14,NA,,,,,,1/2/18 17:42,CMB
0,,Love,Indo-European,slov1269,,language,,Slovak,Central Europe,balt1263,indo1319,slov1269,slov1269,yes,yes,yes,,slk,Pretel Sokol - Slovak Love Song,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_track%7C245817,Track 2,"Alexander Street, Folkways Records, CD: Folk Songs from Czechoslovakia",No secondary function,No,,,,The song is identified as such in its title or label,"Pretel Sokol- Slovak Love Song //TRACK 2 IN FOLK SONGS FROM CZECHOSLOVAKIA, RELEVANT TEXT IS IN THE TITLE//",NA,NA,,Yes,6,Yes,,11/29/2018 14:50:12,NLR
0,,Love,Indo-European,sran1240,,language,0,"Suriname Maroons--did not specify which Maroon community it was from (Saramaka, Ndyuka, Matawai, Kwinti, Paramacca, or Aluku)",Amazon and Orinoco,germ1287,indo1319,sran1241,sran1241,yes,yes,yes,,,Prefoe mi teki wan kaartaman,http://media.theglobaljukebox.org/audio/T5566R21.mp3,NA,"Global Jukebox, Library of Congress",No secondary function,No,,,,The song is identified as such in its title or label,"Love song // LIBRARY OF CONGRESS, AFS NUMBER: 04753 B //",NA,NA,,Yes,6,Yes,"This was labelled as a love song in the Library of Congress database, but was not labelled at all in the Global Jukebox.",8/30/2018 11:06:55,KAH
0,,Love,Indo-European,stan1288,,language,0,Hispanic Cultures,Southwest and Basin,ital1284,indo1319,stan1288,stan1288,yes,yes,yes,,spa,Amar es Entregarse,https://folkways.si.edu/coro-santo-nino/amar-es-entregarse/american-folk-gospel-latin/music/track/smithsonian,"Disc 1, Track 1",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Amar es Entrgarse //CATALOG NUMBER SFW40409_101 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//","Sacred Hymns, serenades, narrative ballads, and lyric folk //CATALOG NUMBER SFW40409_101 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE ALBUM DESCRIPTION//","Amar es Entrgarse English: Love is to deliver one self //CATALOG NUMBER SFW40409_101 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",Type in Search bar: Music of New Mexico: Hispanic Traditions,Yes,6,Yes,,12/26/2018 18:24:30,BSG
0,,Love,Indo-European,stan1288,,language,0,Nicaragua,Central America,ital1284,indo1319,stan1288,stan1288,yes,yes,yes,,spa,Avelina,https://folkways.si.edu/caribbean-rhythms/world/music/album/smithsonian,Disc 1 Track 8,"Garland Encyclopedia of World Music, Smithsonian Folkways",No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"Aveline you are killing me; You are so foolish; Give me a kiss; Because I love you. //THE TEXT CAN BE FOUND IN THE LINER NOTE FOR THE ALBUM: Caribbean Rhythms, WHICH IS ON ALEXANDER STREET//",,Yes,5,Yes,,11/7/18 21:02,YTD
0,,Love,Indo-European,stan1288,,language,0,Northern Mexico - no specific culture listed,Northern Mexico,ital1284,indo1319,stan1288,stan1288,yes,yes,yes,,spa,Tengo Un Amor,https://folkways.si.edu/maya-y-cantu/tengo-un-amor/latin-world/music/track/smithsonian,"Disc 1, Track 2",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Tengo Un Amor (Love)//disc 1, track 2//album: El Primero Conjunto Norteño Famoso//catalog #ARH09013_102//Smithsonian Folkways",NA,NA,liner notes: https://folkways-media.si.edu/liner_notes/arhoolie/ARH09013.pdf,Yes,5,Yes,Recording is not free,11/25/2018 1:27:18,MMX
0,,Love,Indo-European,stan1288,,language,0,Paraguay - no specific culture indicated,Eastern South America,ital1284,indo1319,stan1288,stan1288,yes,yes,yes,,spa,Cielito Lindo,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Track 5,Smithsonian Folkways,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is",NA,NA,"The lovely beauty mark close to your mouth belongs to no one but me ... ay ay ay ay, sing and don't cry, dear, because singing Cielito Lindo, hearts can be made happier. //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:27:40,TTI
0,,Love,Indo-European,stan1288,,language,0,Paraguay - no specific culture listed,Eastern South America,ital1284,indo1319,stan1288,stan1288,yes,yes,yes,,spa,Amapola,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Track 8,Smithsonian Folkways,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"My beautiful Amapola, my heart will always be yours. I love you as the sun loves the day. //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:35:49,TTI
0,,Love,Indo-European,stan1290,,language,,Auvergne,Western Europe,ital1284,indo1319,stan1290,stan1290,yes,yes,yes,,fra,Passo Pel Prat,http://gofile.me/3T2hs/Fgfwtj7h4,NA,Mcgill Music library,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"""""[...] we will talk, the two of us. Your love for me, pretty one is what brings me happiness"" //CD 7479 AT MCGILL MUSIC LIBRARY; INFO IN LINER NOTES//",,Yes,5,Yes,,5/9/18 12:22,KVL
0,,Love,Indo-European,stan1290,,language,0,France,Western Europe,ital1284,indo1319,stan1290,stan1290,yes,yes,yes,,fra,Le sourire,http://id.lib.harvard.edu/alma/990098836860203941/catalog,"disc 1, Track 2",harvard music library,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"""Some word whispered. By you is a kiss Intimate and prolonged Like a kiss on the soul. My mouth wants to smile And my smile trembles."" //CD 31120 IN LOEB LIBRARY; RELEVANT TEXT IN LINER NOTES//",,Yes,6,Yes,,7/23/2018 15:21:48,KVL
0,,Love,Indo-European,stan1290,,language,1,"Global Jukebox lists ""berry"" (no HRAF results)",Western Europe,ital1284,indo1319,stan1290,stan1290,yes,yes,yes,,fra,Quand La Maison Est Propre,http://media.theglobaljukebox.org/audio/T5465R19.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Courtship Song //CODING ID 2638 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE Genre FIELD//","Courting Song //CODING ID 2638 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE Description FIELD//",NA,"First link audio, second Metadata https://theglobaljukebox.org/?share=Berry-T5465R19",Yes,6,Yes,,5/6/18 21:24,KVL
0,,Love,Indo-European,stan1293,,language,1,Bristol; not listed in eHRAF,British Isles,germ1287,indo1319,stan1293,stan1293,yes,yes,yes,,eng,Died For Love,https://theglobaljukebox.org/?share=Bristol-T5587R09,NA,Global Jukebox,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love song //CODING ID 9101 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","""A very common English love song"" //CODING ID 9101 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,6/15/2018 19:41:16,WAU
